"ID","CREATED_DATE","LAST_UPDATED_DATE","DELETE_DATE","DELETE_FLAG","LEVEL","RESULT","CREATED_USER_ID","DATA_POINT_ID","DELETE_USER_ID","LAST_UPDATED_USER_ID","MATERIAL_TEST_METHOD_ID","LOWER_LIMIT","UPPER_LIMIT"
1961,2021-07-23 15:02:47,2021-07-23 15:02:50,,0,1,一等品,622,3,,622,1921,1.16,1.18
1947,2021-07-22 20:34:54,2022-01-26 18:17:07,,0,1,一等品,102,3,,622,1903,1.137,1.167
1942,2021-07-22 20:21:22,2022-01-26 18:16:59,,0,1,一等品,623,4,,622,1902,59,65
1941,2021-07-22 20:20:24,2022-01-26 18:17:19,,0,1,一等品,623,1,,622,1901,56,70
1926,2021-07-22 14:42:57,2021-10-20 16:52:57,,0,1,一等品,622,1,,623,1884,52,66
1925,2021-07-22 14:42:38,2021-07-22 14:42:39,,0,1,一等品,622,3,,622,1882,1.13,1.15
1924,2021-07-22 14:42:14,2021-07-22 14:42:15,,0,1,一等品,622,8,,622,1881,95,125
1923,2021-07-22 14:41:57,2021-07-22 14:41:57,,0,1,一等品,622,6,,622,1881,30,999
1922,2021-07-22 14:41:34,2021-07-22 14:41:35,,0,1,一等品,622,5,,622,1881,11,16
1921,2021-07-22 14:41:14,2021-07-22 14:41:15,,0,1,一等品,622,4,,622,1883,61,65
1906,2021-07-21 17:40:52,2021-07-21 17:40:55,,0,1,一等品,102,4,,102,1864,65,69
1905,2021-07-21 17:40:18,2021-07-21 17:40:18,,0,1,一等品,102,3,,,1863,1.12,1.14
1904,2021-07-21 17:39:04,2021-07-21 17:39:32,,0,1,一等品,102,8,,102,1862,69,115
1903,2021-07-21 17:38:44,2021-07-21 17:39:29,,0,1,一等品,102,6,,102,1862,24.75,41.25
1902,2021-07-21 17:38:23,2021-07-21 17:39:31,,0,1,一等品,102,5,,102,1862,8.71,17.29
1901,2021-07-21 17:37:34,2022-01-20 14:32:30,,0,1,一等品,102,1,,622,1861,59,69
1891,2021-07-20 20:58:24,2021-07-20 20:58:24,,0,1,一等品,621,4,,621,1847,62,68
1890,2021-07-20 20:57:58,2021-07-20 20:57:59,,0,1,一等品,621,3,,621,1846,1.13,1.16
1889,2021-07-20 20:57:28,2021-07-20 20:57:29,,0,1,一等品,621,1,,621,1845,45,60
1888,2021-07-20 20:56:48,2021-07-20 20:56:48,,0,1,一等品,621,8,,621,1848,75,120
1887,2021-07-20 20:56:26,2021-07-20 20:56:26,,0,1,一等品,621,6,,621,1848,25,999
1886,2021-07-20 20:50:59,2022-01-20 13:19:08,,0,1,一等品,621,8,,622,1842,60,100
1885,2021-07-20 20:50:46,2022-01-20 13:19:01,,0,1,一等品,621,6,,622,1842,24,40
1884,2021-07-20 20:50:31,2021-07-20 20:50:32,,0,1,一等品,621,5,,621,1842,8.71,17.29
1883,2021-07-20 20:48:16,2021-07-20 20:48:16,,0,1,一等品,621,4,,621,1844,66,70
1882,2021-07-20 20:47:55,2021-07-20 20:47:56,,0,1,一等品,621,3,,621,1843,1.13,1.15
1881,2021-07-20 20:47:24,2021-12-03 15:03:59,,0,1,一等品,621,1,,622,1841,55,65
1865,2021-07-19 17:33:10,2021-07-19 17:33:10,,0,1,一等品,621,4,,621,1823,61,65
1864,2021-07-19 17:32:49,2021-07-19 17:32:50,,0,1,一等品,621,3,,621,1822,1.13,1.15
1863,2021-07-19 17:32:01,2021-09-23 08:20:50,,0,1,一等品,621,1,,622,1821,50,62
1862,2021-07-19 17:31:21,2022-02-19 18:04:09,,0,1,一等品,621,8,,622,1824,95,125
1861,2021-07-19 17:31:06,2021-07-19 17:31:30,,0,1,一等品,621,6,,621,1824,30,999
1846,2021-07-19 12:46:41,2021-12-11 03:19:44,,0,1,一等品,621,8,,623,1802,70,128.75
1845,2021-07-19 12:46:20,2021-12-20 09:25:23,,0,1,一等品,621,6,,623,1802,32.25,53.75
1844,2021-07-19 12:46:02,2021-12-11 03:19:13,,0,1,一等品,621,5,,623,1802,7.25,12.75
1843,2021-07-19 12:45:29,2021-12-13 11:38:36,,0,1,一等品,621,4,,623,1804,57,61
1842,2021-07-19 12:45:11,2021-12-13 11:38:09,,0,1,一等品,621,3,,623,1803,1.13,1.15
1841,2021-07-19 12:44:46,2021-07-19 12:44:47,,0,1,一等品,621,1,,621,1801,40,50
1807,2021-07-18 17:08:50,2021-07-18 17:08:51,,0,1,一等品,621,4,,621,1784,78,84
1806,2021-07-18 17:08:22,2021-07-18 17:08:22,,0,1,一等品,621,3,,621,1783,1.16,1.19
1805,2021-07-18 17:07:41,2021-07-18 17:09:04,,0,1,一等品,621,44,,621,1782,83,117
1804,2021-07-18 17:07:26,2021-07-18 17:09:03,,0,1,一等品,621,43,,621,1782,27,46
1803,2021-07-18 17:07:10,2021-07-18 17:09:03,,0,1,一等品,621,42,,621,1782,28.5,38
1802,2021-07-18 17:06:55,2021-07-18 17:07:42,,0,1,一等品,621,41,,621,1782,1.8,2.8
1801,2021-07-18 17:06:01,2021-07-18 17:06:01,,0,1,一等品,621,1,,621,1781,55,68
1786,2021-07-17 15:00:52,2021-12-03 14:59:14,,0,1,一等品,622,1,,622,1764,55,65
1785,2021-07-17 15:00:20,2021-07-17 15:00:20,,0,1,一等品,622,4,,,1763,61,65
1784,2021-07-17 14:59:51,2021-07-17 14:59:51,,0,1,一等品,622,3,,,1762,1.11,1.13
1783,2021-07-17 14:59:19,2022-01-20 13:16:45,,0,1,一等品,622,8,,622,1761,55,93
1782,2021-07-17 14:59:07,2021-07-17 14:59:07,,0,1,一等品,622,6,,,1761,24.75,41.25
1781,2021-07-17 14:58:53,2021-07-17 14:58:53,,0,1,一等品,622,5,,,1761,9,15
1779,2021-07-17 10:08:06,2021-07-17 10:08:06,,0,1,一等品,622,1,,,1754,55,68
1778,2021-07-17 10:07:16,2021-07-17 10:07:16,,0,1,一等品,622,4,,,1753,78,84
1777,2021-07-17 10:06:49,2021-07-17 10:06:49,,0,1,一等品,622,3,,,1752,1.16,1.19
1776,2021-07-17 09:43:27,2021-07-17 09:43:27,,0,1,一等品,622,44,,,1751,83,117
1775,2021-07-17 09:43:06,2021-07-17 09:43:06,,0,1,一等品,622,43,,,1751,27,46
1774,2021-07-17 09:42:48,2021-12-01 19:37:28,,0,1,一等品,622,41,,623,1751,1.5,3.1
1773,2021-07-17 09:42:33,2021-12-01 19:37:59,,0,1,一等品,622,42,,623,1751,25.5,36.5
1772,2021-07-17 09:37:41,2021-07-17 09:37:41,,0,1,一等品,622,3,,,1750,1.11,1.13
1771,2021-07-17 09:37:23,2021-07-17 09:37:23,,0,1,一等品,622,1,,,1749,70,85
1770,2021-07-17 09:36:37,2021-07-17 09:36:37,,0,1,一等品,622,1,,,1748,80,95
1769,2021-07-17 09:31:52,2021-07-17 09:31:52,,0,1,一等品,622,1,,,1747,53,67
1768,2021-07-17 09:24:22,2021-07-17 09:24:22,,0,1,一等品,622,4,,,1746,61,65
1767,2021-07-17 09:22:54,2021-07-17 09:22:54,,0,1,一等品,622,3,,,1745,1.13,1.15
1766,2021-07-17 09:20:13,2021-12-28 16:33:33,,0,1,一等品,622,8,,622,1744,85,110
1765,2021-07-17 09:19:54,2021-07-17 09:19:59,,0,1,一等品,622,6,,622,1744,30,300
1764,2021-07-17 09:19:41,2021-12-28 16:33:41,,0,1,一等品,622,5,,622,1744,7.5,14
1763,2021-07-17 09:16:22,2021-07-17 09:16:22,,0,1,一等品,622,3,,,1742,1.13,1.15
1762,2021-07-17 09:16:00,2021-07-17 09:16:00,,0,1,一等品,622,4,,,1741,54,58
1761,2021-07-17 09:15:40,2021-07-17 09:15:40,,0,1,一等品,622,1,,,1743,52,62
1747,2021-07-16 00:54:05,2021-07-16 00:54:06,,0,1,一等品,621,44,,621,1724,105,143
1746,2021-07-16 00:53:47,2021-07-16 00:53:47,,0,1,一等品,621,43,,621,1724,33,61
1745,2021-07-16 00:53:29,2021-07-16 00:53:30,,0,1,一等品,621,42,,621,1724,10,16
1744,2021-07-16 00:53:02,2021-07-16 00:53:03,,0,1,一等品,621,41,,621,1724,2,3
1743,2021-07-16 00:49:36,2021-07-16 00:50:24,,0,1,一等品,621,3,,621,1723,1.11,1.14
1742,2021-07-16 00:48:57,2021-07-16 00:48:58,,0,1,一等品,621,4,,621,1722,61,67
1741,2021-07-16 00:48:25,2021-07-16 00:48:25,,0,1,一等品,621,1,,621,1721,66,80
1723,2021-07-15 23:52:42,2021-12-03 12:55:59,,0,1,一等品,621,4,,622,1703,59,65
1722,2021-07-15 23:52:06,2021-09-03 12:48:36,,0,1,一等品,621,3,,622,1702,1.105,1.135
1721,2021-07-15 23:51:20,2021-09-05 10:43:06,,0,1,一等品,621,1,,623,1701,59,73
1706,2021-07-15 22:05:33,2022-02-19 18:05:28,,0,1,一等品,621,6,,622,1544,25,999
1705,2021-07-15 21:58:01,2021-07-15 21:58:01,,0,1,一等品,621,8,,621,1683,56,90
1704,2021-07-15 21:57:46,2021-07-15 21:57:47,,0,1,一等品,621,6,,621,1683,23,1000
1703,2021-07-15 21:57:33,2021-07-15 21:57:33,,0,1,一等品,621,5,,621,1683,10,18.6
1702,2021-07-15 21:56:40,2021-07-15 21:56:40,,0,1,一等品,621,4,,621,1682,61,67
1701,2021-07-15 21:56:04,2021-07-15 21:56:05,,0,1,一等品,621,3,,621,1681,1.09,1.11
1683,2021-07-14 14:40:31,2021-07-14 14:40:31,,0,1,一等品,102,4,,,1663,59,65
1682,2021-07-14 14:39:12,2021-07-14 14:39:12,,0,1,一等品,102,3,,,1662,1.18,1.2
1681,2021-07-14 14:37:47,2021-07-14 14:37:47,,0,1,一等品,102,1,,,1661,50,64
1668,2021-07-14 11:17:28,2021-07-14 11:17:28,,0,1,一等品,622,3,,,1648,1.07,1.09
1667,2021-07-14 11:17:10,2021-07-14 11:17:10,,0,1,一等品,622,1,,,1646,53,65
1666,2021-07-14 11:15:38,2021-07-14 11:15:38,,0,1,一等品,622,1,,,1645,65,79
1665,2021-07-14 11:11:40,2021-07-14 11:11:40,,0,1,一等品,622,1,,,1644,74,84
1664,2021-07-14 11:11:23,2021-07-14 11:11:23,,0,1,一等品,622,3,,,1643,1.25,1.27
1663,2021-07-14 11:10:24,2021-07-14 11:10:24,,0,1,一等品,622,3,,,1642,1.25,1.27
1662,2021-07-14 11:10:24,2021-07-14 11:10:24,,0,1,一等品,622,3,,,1642,1.25,1.27
1661,2021-07-14 11:09:58,2021-07-14 11:09:58,,0,1,一等品,622,1,,622,1641,100,115
1642,2021-07-14 10:15:54,2021-07-14 10:15:55,,0,1,一等品,622,3,,622,1622,1.13,1.15
1641,2021-07-14 10:15:35,2021-07-14 10:15:37,,0,1,一等品,622,1,,622,1621,70,80
1627,2021-07-13 18:20:58,2021-07-13 18:20:58,,0,1,一等品,621,44,,621,1605,78,116
1626,2021-07-13 18:20:41,2021-07-13 18:20:41,,0,1,一等品,621,43,,621,1605,25,53
1625,2021-07-13 18:20:28,2021-07-13 18:20:28,,0,1,一等品,621,42,,621,1605,9,14
1624,2021-07-13 18:20:16,2021-07-13 18:20:16,,0,1,一等品,621,41,,621,1605,1.5,2.5
1623,2021-07-13 18:18:12,2021-07-13 18:18:20,,0,1,一等品,621,4,,621,1604,53,59
1622,2021-07-13 18:17:28,2021-07-13 18:22:09,,0,1,一等品,621,3,,621,1603,1.07,1.1
1621,2021-07-13 18:16:52,2021-07-13 18:16:52,,0,1,一等品,621,1,,621,1602,52,64
1606,2021-07-12 17:16:59,2021-07-12 17:17:00,,0,1,一等品,621,3,,621,1584,1.17,1.19
1605,2021-07-12 17:16:17,2021-07-12 17:16:17,,0,1,一等品,621,4,,621,1583,58,62
1604,2021-07-12 17:15:42,2021-07-12 17:15:42,,0,1,一等品,621,1,,621,1582,45,55
1603,2021-07-12 17:13:36,2021-07-12 17:13:36,,0,1,一等品,621,8,,621,1581,77.25,128.75
1602,2021-07-12 17:13:21,2021-07-12 17:13:21,,0,1,一等品,621,6,,621,1581,28.5,47.5
1601,2021-07-12 17:13:07,2021-07-12 17:13:07,,0,1,一等品,621,5,,621,1581,7,14
1587,2021-07-12 13:17:45,2021-07-12 13:17:46,,0,1,一等品,621,4,,621,1564,61,67
1586,2021-07-12 13:17:13,2021-07-12 13:17:13,,0,1,一等品,621,3,,621,1563,1.11,1.14
1585,2021-07-12 13:16:22,2021-07-12 13:16:22,,0,1,一等品,621,44,,621,1562,105,143
1584,2021-07-12 13:16:07,2021-07-12 13:16:07,,0,1,一等品,621,43,,621,1562,33,61
1583,2021-07-12 13:15:54,2021-07-12 13:15:54,,0,1,一等品,621,42,,621,1562,10,16
1582,2021-07-12 13:15:37,2021-12-27 14:47:58,,0,1,一等品,621,41,,622,1562,1.8,3.3
1581,2021-07-12 13:14:13,2021-07-12 13:14:19,,0,1,一等品,621,1,,621,1561,66,80
1564,2021-07-12 02:30:18,2022-02-19 18:05:52,,0,1,一等品,102,8,,622,1544,70,95
1563,2021-07-12 02:27:09,2021-10-31 04:58:11,,0,1,一等品,102,4,,623,1543,64,68
1562,2021-07-12 02:25:58,2022-02-19 18:05:14,,0,1,一等品,102,3,,622,1542,1.12,1.14
1561,2021-07-12 02:24:03,2021-10-31 04:59:15,,0,1,一等品,102,1,,623,1541,48,58
1546,2021-07-07 03:13:35,2021-07-07 03:13:35,,0,1,一等品,623,1,,,1524,58,72
1545,2021-07-07 03:12:47,2021-07-07 03:12:47,,0,1,一等品,623,4,,,1523,62,66
1544,2021-07-07 03:12:27,2021-12-31 13:39:13,,0,1,一等品,623,3,,623,1522,1.12,1.14
1543,2021-07-07 03:11:56,2022-02-24 13:43:32,,0,1,一等品,623,8,,622,1521,118,158
1542,2021-07-07 03:10:43,2021-12-31 13:32:56,,0,1,一等品,623,6,,623,1521,35,999
1541,2021-07-07 03:10:01,2021-12-31 13:32:37,,0,1,一等品,623,5,,623,1521,10.5,16
1526,2021-07-06 19:47:25,2021-07-06 19:47:25,,0,1,一等品,621,4,,621,1504,58,62
1525,2021-07-06 19:46:50,2021-07-06 19:46:50,,0,1,一等品,621,3,,621,1503,1.15,1.17
1524,2021-07-06 19:45:40,2021-07-06 19:45:41,,0,1,一等品,621,1,,621,1501,41,55
1523,2021-07-06 19:45:16,2021-07-06 19:45:16,,0,1,一等品,621,8,,621,1502,95,135
1522,2021-07-06 19:45:02,2021-07-06 19:45:02,,0,1,一等品,621,6,,621,1502,32,999
1521,2021-07-06 19:44:47,2021-07-06 19:44:47,,0,1,一等品,621,5,,621,1502,8,11
1496,2021-07-04 14:37:51,2021-12-14 13:21:16,,0,1,一等品,621,44,,623,1441,94,134
1495,2021-07-04 14:37:33,2021-07-04 14:37:33,,0,1,一等品,621,43,,621,1441,25,53
1494,2021-07-04 14:37:16,2021-07-04 14:37:16,,0,1,一等品,621,42,,621,1441,8,14
1493,2021-07-04 14:36:54,2021-12-18 10:04:26,,0,1,一等品,621,41,,622,1441,1.3,2.9
1492,2021-07-04 13:18:48,2021-12-28 16:49:29,,0,1,一等品,621,8,,622,1468,85,125
1491,2021-07-04 13:18:33,2021-07-04 13:18:34,,0,1,一等品,621,6,,621,1468,35,1000
1490,2021-07-04 13:18:16,2021-07-04 13:18:16,,0,1,一等品,621,5,,621,1468,12.5,16.5
1489,2021-07-04 13:17:33,2021-07-04 13:17:33,,0,1,一等品,621,3,,621,1467,1.12,1.14
1488,2021-07-04 13:16:51,2021-07-04 13:16:52,,0,1,一等品,621,4,,621,1466,63,67
1487,2021-07-04 13:16:06,2021-07-04 13:16:06,,0,1,一等品,621,1,,621,1465,62,72
1486,2021-07-04 12:12:12,2021-07-04 12:12:12,,0,1,一等品,621,4,,621,1464,63,69
1485,2021-07-04 12:11:37,2021-07-04 12:11:37,,0,1,一等品,621,3,,621,1463,1.12,1.14
1484,2021-07-04 12:10:56,2021-12-28 16:52:35,,0,1,一等品,621,8,,622,1462,85,110
1483,2021-07-04 12:10:32,2021-07-04 12:10:32,,0,1,一等品,621,6,,,1462,30,42
1482,2021-07-04 12:10:20,2021-07-04 12:10:57,,0,1,一等品,621,5,,621,1462,10.5,16.5
1481,2021-07-04 12:09:24,2021-07-04 12:09:24,,0,1,一等品,621,1,,621,1461,52,62
1463,2021-07-02 18:19:40,2021-12-14 13:20:17,,0,1,一等品,102,3,,623,1403,1.14,1.17
1462,2021-07-02 18:18:29,2021-07-02 18:18:29,,0,1,一等品,102,4,,,1402,59,65
1461,2021-07-02 18:17:17,2021-12-14 13:21:40,,0,1,一等品,102,1,,623,1401,60,74
1453,2021-06-28 13:27:37,2021-06-28 13:27:37,,0,1,一等品,622,1,,,1368,52,64
1452,2021-06-28 13:26:10,2021-06-28 13:26:10,,0,1,一等品,622,4,,,1367,65,71
1451,2021-06-28 13:25:51,2021-06-28 13:25:51,,0,1,一等品,622,3,,,1366,1.125,1.155
1450,2021-06-28 13:25:26,2021-06-28 13:25:26,,0,1,一等品,622,44,,,1365,106,140
1449,2021-06-28 13:25:13,2021-06-28 13:25:13,,0,1,一等品,622,43,,,1365,38,54
1448,2021-06-28 13:25:01,2021-06-28 13:25:01,,0,1,一等品,622,42,,,1365,13,19
1447,2021-06-28 13:24:49,2021-06-28 13:24:49,,0,1,一等品,622,41,,,1365,1.3,2.5
1446,2021-06-28 12:16:47,2021-06-28 12:16:47,,0,1,一等品,623,8,,,1361,85,115
1445,2021-06-28 12:16:24,2021-06-28 12:16:24,,0,1,一等品,623,6,,,1361,30,999
1444,2021-06-28 12:14:00,2021-06-28 12:14:00,,0,1,一等品,623,4,,,1363,57,61
1443,2021-06-28 12:13:39,2021-06-28 12:13:39,,0,1,一等品,623,3,,,1362,1.13,1.15
1442,2021-06-28 12:10:58,2021-06-28 12:10:58,,0,1,一等品,623,5,,,1361,10,14
1441,2021-06-28 12:10:12,2021-06-28 12:10:12,,0,1,一等品,623,1,,,1364,41,55
1426,2021-06-28 02:30:46,2021-06-28 02:30:46,,0,1,一等品,621,8,,621,1344,80,124
1425,2021-06-28 02:30:30,2021-06-28 02:30:30,,0,1,一等品,621,6,,621,1344,30,999
1424,2021-06-28 02:30:11,2021-06-28 02:30:11,,0,1,一等品,621,5,,621,1344,10.6,17.6
1423,2021-06-28 02:29:06,2021-06-28 02:29:07,,0,1,一等品,621,4,,621,1343,63,67
1422,2021-06-28 02:28:34,2021-06-28 02:28:35,,0,1,一等品,621,3,,621,1342,1.1,1.12
1421,2021-06-28 02:27:44,2021-06-28 02:27:44,,0,1,一等品,621,1,,621,1341,58,72
1402,2021-06-25 13:23:48,2022-01-20 19:20:23,,0,1,一等品,621,4,,622,1322,59,65
1401,2021-06-25 13:22:45,2022-01-20 19:20:15,,0,1,一等品,621,3,,622,1321,1.105,1.135
1381,2021-06-24 14:18:18,2022-01-20 19:20:03,,0,1,一等品,621,1,,622,1261,50,64
1366,2021-06-22 23:46:29,2022-01-10 13:31:36,,0,1,一等品,623,8,,622,1304,85,125
1365,2021-06-22 23:46:04,2021-06-22 23:46:04,,0,1,一等品,623,6,,,1304,25,1000
1364,2021-06-22 23:45:34,2022-01-10 13:32:07,,0,1,一等品,623,5,,622,1304,11,17
1363,2021-06-22 23:43:34,2021-06-22 23:43:34,,0,1,一等品,623,4,,,1303,66,70
1362,2021-06-22 23:42:23,2022-01-10 13:36:43,,0,1,一等品,623,3,,622,1302,1.11,1.14
1361,2021-06-22 23:40:33,2022-01-10 13:30:43,,0,1,一等品,623,1,,622,1301,55,69
1346,2021-06-22 14:48:11,2021-06-22 14:54:06,,0,1,一等品,623,1,,623,1284,56,70
1345,2021-06-22 14:47:49,2021-06-22 14:47:51,,0,1,一等品,623,4,,623,1283,62,66
1344,2021-06-22 14:47:33,2021-06-22 14:47:33,,0,1,一等品,623,3,,,1282,1.13,1.15
1343,2021-06-22 14:47:16,2021-06-22 14:47:16,,0,1,一等品,623,8,,,1281,115,145
1342,2021-06-22 14:42:12,2021-06-22 14:42:12,,0,1,一等品,623,6,,,1281,30,999
1341,2021-06-22 14:41:53,2021-06-22 14:41:53,,0,1,一等品,623,5,,,1281,10,14.5
1323,2021-06-19 10:52:41,2021-06-19 10:52:43,,0,1,一等品,621,4,,621,1243,52,56
1322,2021-06-19 10:52:09,2021-06-19 10:52:09,,0,1,一等品,621,3,,621,1242,1.21,1.24
1321,2021-06-19 10:51:44,2021-06-19 10:51:45,,0,1,一等品,621,1,,621,1241,37,47
1312,2021-06-19 00:26:21,2021-06-19 00:26:21,,0,1,一等品,623,1,,,1228,56,70
1311,2021-06-19 00:26:02,2021-06-19 00:26:02,,0,1,一等品,623,3,,,1226,1.25,1.27
1310,2021-06-19 00:25:33,2021-06-19 00:25:33,,0,1,一等品,623,8,,,1225,100,150
1309,2021-06-19 00:25:19,2021-06-19 00:25:19,,0,1,一等品,623,6,,,1225,25,1000
1308,2021-06-19 00:25:06,2021-06-19 00:25:06,,0,1,一等品,623,5,,,1225,7,11
1307,2021-06-19 00:24:49,2021-06-19 00:24:49,,0,1,一等品,623,4,,,1227,59,63
1306,2021-06-18 23:07:08,2021-06-18 23:07:08,,0,1,一等品,623,4,,,1223,56,60
1305,2021-06-18 23:06:50,2021-06-18 23:06:50,,0,1,一等品,623,3,,,1222,1.08,1.1
1304,2021-06-18 23:06:26,2021-12-28 16:51:57,,0,1,一等品,623,8,,622,1221,75,98
1303,2021-06-18 23:06:12,2021-06-18 23:06:12,,0,1,一等品,623,6,,,1221,25,1000
1302,2021-06-18 23:05:59,2021-10-20 17:00:51,,0,1,一等品,623,5,,623,1221,9.5,14
1301,2021-06-18 23:05:33,2021-06-18 23:05:40,,0,1,一等品,623,1,,623,1224,45,59
1292,2021-06-18 18:20:14,2021-06-18 18:20:14,,0,1,一等品,621,8,,621,1208,90,130
1291,2021-06-18 18:20:00,2021-06-18 18:20:00,,0,1,一等品,621,6,,621,1208,30,999
1290,2021-06-18 18:19:47,2021-06-18 18:19:47,,0,1,一等品,621,5,,621,1208,9,14.8
1289,2021-06-18 18:19:02,2021-06-18 18:19:03,,0,1,一等品,621,4,,621,1207,62,67
1288,2021-06-18 18:18:33,2021-06-18 18:18:33,,0,1,一等品,621,3,,621,1206,1.12,1.14
1287,2021-06-18 18:17:55,2021-06-18 18:17:56,,0,1,一等品,621,1,,621,1205,58,70
1286,2021-06-18 15:57:57,2021-09-18 19:39:25,,0,1,一等品,621,8,,102,1204,75,100
1285,2021-06-18 15:57:41,2021-06-18 15:57:57,,0,1,一等品,621,6,,621,1204,25,999
1284,2021-06-18 15:57:20,2021-10-20 17:01:54,,0,1,一等品,621,5,,623,1204,8,13
1283,2021-06-18 15:56:21,2021-08-23 12:55:25,,0,1,一等品,621,4,,621,1203,54,58
1282,2021-06-18 15:55:48,2021-08-23 12:58:33,,0,1,一等品,621,3,,621,1202,1.08,1.1
1281,2021-06-18 15:55:12,2021-06-27 08:11:31,,0,1,一等品,621,1,,102,1201,46,60
1261,2021-06-18 08:22:06,2021-06-18 08:22:07,,0,1,一等品,621,1,,621,1161,59,71
1259,2021-06-17 10:22:48,2021-06-17 10:22:48,,0,1,一等品,622,1,,,1191,70,96
1258,2021-06-17 10:22:32,2021-06-17 10:22:32,,0,1,一等品,622,4,,,1190,61,67
1257,2021-06-17 10:22:14,2021-06-17 10:22:14,,0,1,一等品,622,3,,,1189,1.12,1.14
1256,2021-06-17 10:20:45,2021-06-17 10:36:06,,0,1,一等品,622,63,,622,1188,600,1000
1255,2021-06-17 10:20:31,2021-06-17 10:20:31,,0,1,一等品,622,62,,,1188,10,14
1254,2021-06-17 10:20:11,2021-06-17 10:20:11,,0,1,一等品,622,61,,,1188,3.5,7
1253,2021-06-17 10:18:59,2021-06-17 10:18:59,,0,1,一等品,622,8,,,1186,750,1000
1252,2021-06-17 10:18:43,2021-06-17 10:18:43,,0,1,一等品,622,6,,,1186,45,85
1251,2021-06-17 10:18:28,2021-06-17 10:19:49,,0,1,一等品,622,5,,622,1186,9,15
1250,2021-06-17 10:07:07,2021-06-17 10:07:08,,0,1,一等品,622,4,,622,1182,61,67
1249,2021-06-17 10:06:32,2021-06-17 10:06:33,,0,1,一等品,622,1,,622,1184,70,96
1248,2021-06-17 10:00:15,2021-06-17 10:05:43,,0,1,一等品,622,44,,622,1183,750,1000
1246,2021-06-17 09:59:59,2021-06-17 09:59:59,,0,1,一等品,622,43,,622,1183,45,85
1245,2021-06-17 09:59:47,2021-07-29 13:34:22,,0,1,一等品,622,42,,622,1183,9,15
1244,2021-06-17 09:58:47,2021-06-17 09:59:25,,0,1,一等品,622,63,,622,1185,600,1000
1243,2021-06-17 09:58:47,2021-06-17 09:59:26,,0,1,一等品,622,62,,622,1185,10,14
1242,2021-06-17 09:58:33,2021-06-17 09:58:33,,0,1,一等品,622,61,,622,1185,3.5,7
1225,2021-06-16 21:36:18,2021-12-28 16:53:32,,0,1,一等品,102,8,,622,1164,110,150
1224,2021-06-16 21:35:59,2021-06-16 21:35:59,,0,1,一等品,102,6,,,1164,30,1000
1223,2021-06-16 21:35:37,2021-10-20 16:48:39,,0,1,一等品,102,5,,623,1164,11.5,17.9
1222,2021-06-16 21:34:08,2021-10-20 16:47:58,,0,1,一等品,102,4,,623,1163,63,69
1221,2021-06-16 21:33:08,2021-06-16 21:33:08,,0,1,一等品,102,3,,,1162,1.11,1.13
1206,2021-06-16 10:40:25,2021-07-07 13:44:09,,0,1,一等品,623,3,,621,1144,1.13,1.16
1205,2021-06-16 10:39:49,2021-07-07 13:44:12,,0,1,一等品,623,4,,621,1143,61,67
1204,2021-06-16 10:39:24,2021-07-07 13:44:05,,0,1,一等品,623,1,,621,1142,54,68
1203,2021-06-16 10:38:50,2021-07-07 13:44:02,,0,1,一等品,623,8,,621,1141,80,120
1202,2021-06-16 10:38:36,2021-12-28 16:36:00,,0,1,一等品,623,6,,622,1141,27,999
1201,2021-06-16 10:38:18,2021-12-28 16:35:55,,0,1,一等品,623,5,,622,1141,7,12.5
1186,2021-06-13 19:41:09,2022-02-17 14:20:03,,0,1,一等品,621,8,,622,1124,79,115
1185,2021-06-13 19:40:52,2022-01-09 03:10:56,,0,1,一等品,621,6,,623,1124,25,999
1184,2021-06-13 19:40:36,2022-01-09 03:10:50,,0,1,一等品,621,5,,623,1124,7,13
1183,2021-06-13 19:39:46,2021-06-13 19:39:46,,0,1,一等品,621,4,,621,1123,63,69
1182,2021-06-13 19:39:08,2022-01-09 03:10:25,,0,1,一等品,621,3,,623,1122,1.14,1.16
1181,2021-06-13 19:38:27,2022-01-09 03:10:08,,0,1,一等品,621,1,,623,1121,56,70
1166,2021-06-12 12:41:26,2021-06-12 12:41:26,,0,1,一等品,621,8,,621,1104,125,155
1165,2021-06-12 12:41:06,2021-06-12 12:41:06,,0,1,一等品,621,6,,,1104,30,999
1164,2021-06-12 12:40:52,2021-10-27 08:12:19,,0,1,一等品,621,5,,623,1104,11.5,17.9
1163,2021-06-12 12:31:28,2021-06-12 12:31:29,,0,1,一等品,621,4,,621,1103,61,67
1162,2021-06-12 12:30:44,2021-06-12 12:30:45,,0,1,一等品,621,3,,621,1102,1.11,1.13
1161,2021-06-12 12:29:50,2021-06-12 12:29:52,,0,1,一等品,621,1,,621,1101,59,71
1142,2021-06-11 09:33:17,2021-07-15 21:55:29,,0,1,一等品,102,1,,621,1088,45,59
1141,2021-06-11 09:05:14,2021-08-27 22:50:41,,0,1,一等品,102,1,,622,1082,40,50
1124,2021-06-10 15:46:38,2022-01-17 09:01:20,,0,1,一等品,622,44,,622,1061,98,132
1123,2021-06-10 15:46:27,2021-06-10 16:16:53,,0,1,一等品,622,43,,622,1061,28,52
1122,2021-06-10 15:46:15,2022-01-20 19:20:49,,0,1,一等品,622,42,,622,1061,9,15
