"ID","CREATED_DATE","LAST_UPDATED_DATE","DELETE_DATE","DELETE_FLAG","LEVEL","RESULT","CREATED_USER_ID","DATA_POINT_ID","DELETE_USER_ID","LAST_UPDATED_USER_ID","MATERIAL_TEST_METHOD_ID","LOWER_LIMIT","UPPER_LIMIT"
3045,2021-09-12 20:45:09,2021-09-12 20:45:10,,0,1,一等品,621,4,,621,3023,66,70
3044,2021-09-12 20:44:50,2021-09-12 20:44:50,,0,1,一等品,621,3,,621,3022,1.13,1.15
3043,2021-09-12 20:44:36,2022-01-20 13:21:41,,0,1,一等品,621,8,,622,3021,60,100
3042,2021-09-12 20:44:21,2022-01-20 13:21:30,,0,1,一等品,621,6,,622,3021,24,40
3041,2021-09-12 20:44:01,2021-09-12 20:44:01,,0,1,一等品,621,5,,621,3021,8.71,17.29
3025,2021-09-11 22:39:49,2021-09-11 22:39:49,,0,1,一等品,623,1,,,3004,46,56
3024,2021-09-11 22:39:33,2021-09-11 22:39:33,,0,1,一等品,623,4,,,3003,63,67
3023,2021-09-11 22:39:11,2022-02-19 18:07:09,,0,1,一等品,623,3,,622,3002,1.12,1.14
3022,2021-09-11 22:38:49,2022-02-19 18:08:01,,0,1,一等品,623,8,,622,3001,75,95
3021,2021-09-11 22:38:38,2022-02-19 18:07:34,,0,1,一等品,623,6,,622,3001,25,999
3007,2021-09-11 01:14:48,2021-09-11 01:14:48,,0,1,一等品,623,1,,,2984,70,84
3006,2021-09-11 01:14:30,2021-09-11 01:14:30,,0,1,一等品,623,4,,,2983,64,70
3005,2021-09-11 01:14:09,2021-09-11 01:14:09,,0,1,一等品,623,3,,,2982,1.155,1.185
3004,2021-09-11 01:13:24,2021-09-11 01:13:24,,0,1,一等品,623,44,,,2981,125,163
3003,2021-09-11 01:13:10,2021-09-11 01:13:10,,0,1,一等品,623,43,,,2981,31,59
3002,2021-09-11 01:12:53,2021-09-11 01:12:53,,0,1,一等品,623,42,,,2981,9,15
3001,2021-09-11 01:12:40,2021-09-11 01:12:40,,0,1,一等品,623,41,,,2981,2.3,3.3
2984,2021-09-10 12:45:37,2021-09-10 12:45:37,,0,1,一等品,621,44,,621,2961,70,108
2983,2021-09-10 12:45:25,2021-09-10 12:45:26,,0,1,一等品,621,43,,621,2961,20,48
2982,2021-09-10 12:45:13,2021-09-10 12:45:13,,0,1,一等品,621,42,,621,2961,8.5,14
2981,2021-09-10 12:45:00,2021-09-10 12:45:00,,0,1,一等品,621,41,,621,2961,1.6,2.6
2967,2021-09-09 20:36:04,2021-09-09 20:36:04,,0,1,一等品,623,3,,,2944,1.125,1.155
2966,2021-09-09 20:35:28,2021-09-09 20:35:28,,0,1,一等品,623,4,,,2943,60,66
2965,2021-09-09 20:34:51,2021-09-09 20:34:51,,0,1,一等品,623,44,,,2942,95,133
2964,2021-09-09 20:34:34,2021-09-09 20:34:34,,0,1,一等品,623,43,,,2942,30,58
2963,2021-09-09 20:34:11,2021-09-09 20:34:11,,0,1,一等品,623,42,,,2942,10,16
2962,2021-09-09 20:33:50,2021-09-09 20:33:50,,0,1,一等品,623,41,,,2942,2,3
2961,2021-09-09 20:31:04,2021-09-10 07:26:22,,0,1,一等品,623,1,,102,2941,57,71
2955,2021-09-09 18:48:35,2021-09-09 18:48:35,,0,1,一等品,623,1,,,2931,61,71
2954,2021-09-09 18:48:17,2021-09-09 18:48:17,,0,1,一等品,623,4,,,2930,65,69
2953,2021-09-09 18:47:53,2021-09-09 18:47:53,,0,1,一等品,623,3,,,2929,1.12,1.14
2952,2021-09-09 18:47:30,2021-09-09 18:47:30,,0,1,一等品,623,8,,,2928,69,115
2951,2021-09-09 18:47:15,2021-09-09 18:47:15,,0,1,一等品,623,6,,,2928,24.75,41.25
2950,2021-09-09 18:47:01,2021-09-09 18:47:01,,0,1,一等品,623,5,,,2928,8.71,17.29
2949,2021-09-09 16:50:26,2021-09-09 16:50:26,,0,1,一等品,622,3,,,2927,1.22,1.24
2948,2021-09-09 16:50:05,2021-09-09 16:50:05,,0,1,一等品,622,4,,,2926,50,54
2947,2021-09-09 16:49:42,2021-09-09 16:49:42,,0,1,一等品,622,1,,,2925,44,54
2946,2021-09-09 16:46:55,2021-09-09 16:46:55,,0,1,一等品,622,4,,,2923,54,58
2945,2021-09-09 16:46:33,2021-09-09 16:46:33,,0,1,一等品,622,3,,,2922,1.14,1.16
2944,2021-09-09 16:46:15,2021-09-09 16:46:15,,0,1,一等品,622,8,,,2921,135,225
2943,2021-09-09 16:45:50,2021-09-09 16:45:50,,0,1,一等品,622,6,,,2921,30,200
2942,2021-09-09 16:45:37,2021-09-09 16:45:37,,0,1,一等品,622,5,,,2921,6.5,10.5
2941,2021-09-09 16:44:45,2021-09-09 16:44:45,,0,1,一等品,622,1,,,2924,46,56
2923,2021-09-08 17:44:54,2021-09-08 17:44:54,,0,1,一等品,623,4,,,2903,57,61
2922,2021-09-08 17:44:06,2021-09-08 17:44:26,,0,1,一等品,623,3,,623,2902,1.14,1.16
2921,2021-09-08 17:43:16,2021-09-08 17:43:16,,0,1,一等品,623,1,,,2901,47,57
2903,2021-09-08 15:53:11,2021-09-08 15:53:11,,0,1,一等品,623,1,,,2884,50,64
2902,2021-09-08 15:52:14,2021-09-08 15:52:14,,0,1,一等品,623,4,,,2883,59,65
2901,2021-09-08 15:49:16,2021-09-08 15:49:16,,0,1,一等品,623,3,,,2882,1.18,1.2
2886,2021-09-07 21:02:30,2021-09-07 21:02:30,,0,1,一等品,621,44,,621,2861,106,140
2885,2021-09-07 21:02:18,2021-09-07 21:02:18,,0,1,一等品,621,43,,621,2861,38,54
2884,2021-09-07 21:02:06,2021-09-07 21:02:07,,0,1,一等品,621,42,,621,2861,13,19
2883,2021-09-07 21:01:54,2021-09-07 21:01:55,,0,1,一等品,621,41,,621,2861,1.3,2.5
2882,2021-09-07 21:01:37,2021-09-07 21:01:38,,0,1,一等品,621,3,,621,2862,1.125,1.155
2881,2021-09-07 21:01:18,2021-09-07 21:01:18,,0,1,一等品,621,4,,621,2863,65,71
2861,2021-09-07 19:42:28,2021-09-07 19:42:28,,0,1,一等品,102,1,,,2841,52,64
2843,2021-09-06 02:37:42,2021-09-06 02:37:42,,0,1,一等品,623,3,,,2822,1.11,1.13
2842,2021-09-06 02:33:23,2021-09-06 02:37:10,,0,1,一等品,623,1,,623,2821,61,71
2841,2021-09-06 01:28:06,2021-09-06 02:38:08,,0,1,一等品,623,4,,623,2823,61,65
2826,2021-09-05 05:42:12,2021-09-05 05:42:18,,0,1,一等品,623,1,,623,2804,59,71
2825,2021-09-05 05:41:54,2021-12-18 21:24:31,,0,1,一等品,623,4,,622,2803,63,69
2824,2021-09-05 05:41:27,2021-09-05 05:41:27,,0,1,一等品,623,3,,,2802,1.11,1.13
2823,2021-09-05 05:41:12,2022-02-15 10:57:35,,0,1,一等品,623,8,,622,2801,110,150
2822,2021-09-05 05:41:03,2022-02-15 10:57:56,,0,1,一等品,623,6,,622,2801,30,999
2821,2021-09-05 05:40:51,2022-02-15 10:57:55,,0,1,一等品,623,5,,622,2801,11.5,17.9
2806,2021-09-03 12:55:58,2021-09-03 12:56:27,,0,1,一等品,622,8,,622,2784,56,90
2805,2021-09-03 12:55:47,2021-09-03 12:56:31,,0,1,一等品,622,6,,622,2784,23,200
2804,2021-09-03 12:55:33,2021-09-03 12:56:53,,0,1,一等品,622,5,,622,2784,10,18.6
2803,2021-09-03 12:54:43,2022-01-15 11:01:56,,0,1,一等品,622,3,,622,2783,1.09,1.11
2802,2021-09-03 12:54:03,2022-01-15 11:02:04,,0,1,一等品,622,4,,622,2782,61,67
2801,2021-09-03 12:53:32,2021-09-03 12:53:32,,0,1,一等品,622,1,,,2781,45,59
2787,2021-09-01 13:22:57,2021-09-01 13:23:08,,0,1,一等品,622,1,,622,2765,1,100
2786,2021-09-01 12:58:21,2021-09-01 12:58:21,,0,1,一等品,622,8,,,2763,105,140
2785,2021-09-01 12:58:05,2021-09-01 12:58:05,,0,1,一等品,622,6,,,2763,35,999
2784,2021-09-01 12:57:50,2021-09-01 12:57:50,,0,1,一等品,622,5,,,2763,8,12.5
2783,2021-09-01 12:57:33,2021-09-01 12:57:33,,0,1,一等品,622,3,,,2761,1.15,1.17
2782,2021-09-01 12:57:13,2021-09-01 12:57:13,,0,1,一等品,622,1,,,2764,53,65
2781,2021-09-01 12:56:53,2021-09-01 12:56:53,,0,1,一等品,622,4,,,2762,64,68
2767,2021-09-01 10:23:57,2021-09-01 10:23:57,,0,1,一等品,622,8,,,2744,69,115
2766,2021-09-01 10:23:43,2021-09-01 10:23:43,,0,1,一等品,622,6,,,2744,21.5,40.5
2765,2021-09-01 10:23:27,2021-09-01 10:23:27,,0,1,一等品,622,5,,,2744,9,15
2764,2021-09-01 10:21:58,2021-09-01 10:21:58,,0,1,一等品,622,4,,,2743,68,72
2763,2021-09-01 10:21:24,2021-09-01 10:21:24,,0,1,一等品,622,3,,,2742,1.16,1.18
2762,2021-09-01 10:20:43,2021-09-01 10:20:43,,0,1,一等品,622,1,,,2741,60,70
2761,2021-09-01 09:02:27,2021-09-01 09:02:27,,0,1,一等品,622,1,,,2721,70,85
2747,2021-08-31 01:39:54,2021-08-31 01:39:54,,0,1,一等品,623,44,,,2704,98,132
2746,2021-08-31 01:39:42,2021-08-31 01:39:42,,0,1,一等品,623,43,,,2704,28,52
2745,2021-08-31 01:39:30,2021-08-31 01:39:30,,0,1,一等品,623,42,,,2704,9,15
2744,2021-08-31 01:39:06,2021-08-31 01:39:11,,0,1,一等品,623,41,,623,2704,1.2,2.4
2743,2021-08-31 01:38:29,2021-09-04 22:27:09,,0,1,一等品,623,3,,623,2701,1.105,1.135
2742,2021-08-31 01:37:58,2021-09-04 22:26:41,,0,1,一等品,623,1,,623,2703,59,73
2741,2021-08-31 01:37:32,2021-08-31 01:37:32,,0,1,一等品,623,4,,,2702,58,65
2723,2021-08-30 18:34:53,2021-08-30 18:34:53,,0,1,一等品,621,4,,621,2683,58,62
2722,2021-08-30 18:34:37,2021-08-30 18:34:37,,0,1,一等品,621,3,,621,2682,1.15,1.17
2721,2021-08-30 18:34:20,2021-08-30 18:34:21,,0,1,一等品,621,1,,621,2681,38,52
2706,2021-08-29 20:44:36,2021-10-15 14:46:46,,0,1,一等品,623,1,,622,2664,50,60
2705,2021-08-29 20:44:20,2021-08-29 20:44:20,,0,1,一等品,623,4,,,2663,47,51
2704,2021-08-29 20:44:07,2021-08-29 20:44:07,,0,1,一等品,623,3,,,2662,1.13,1.15
2703,2021-08-29 20:43:51,2021-08-29 20:43:51,,0,1,一等品,623,8,,,2661,174,236
2702,2021-08-29 20:43:37,2021-08-29 20:43:37,,0,1,一等品,623,6,,,2661,38,68
2701,2021-08-29 20:43:22,2021-08-29 20:43:22,,0,1,一等品,623,5,,,2661,4.6,7
2684,2021-08-27 22:53:22,2021-09-26 11:31:19,,0,1,一等品,622,4,,623,1081,58,62
2683,2021-08-27 22:52:23,2021-08-27 22:52:23,,0,1,一等品,622,8,,,1083,70,128.75
2682,2021-08-27 22:52:05,2021-08-27 22:52:05,,0,1,一等品,622,6,,,1083,32.25,53.75
2681,2021-08-27 22:51:47,2021-10-17 13:42:55,,0,1,一等品,622,5,,623,1083,7.25,12.75
2661,2021-08-26 10:14:42,2021-08-26 10:14:42,,0,1,一等品,1,1,,,2641,50,60
2646,2021-08-25 18:11:54,2021-08-25 18:11:54,,0,1,一等品,622,8,,,2624,75,105
2645,2021-08-25 18:11:40,2021-08-25 18:11:40,,0,1,一等品,622,6,,,2624,25,10000
2644,2021-08-25 18:11:23,2021-08-25 18:11:23,,0,1,一等品,622,5,,,2624,10,14.7
2643,2021-08-25 18:10:21,2021-08-25 18:10:21,,0,1,一等品,622,3,,,2623,1.16,1.18
2642,2021-08-25 18:09:46,2021-08-25 18:09:46,,0,1,一等品,622,4,,,2622,63,68
2641,2021-08-25 18:08:46,2021-08-25 18:08:49,,0,1,一等品,622,1,,622,2621,48,62
2602,2021-08-25 06:19:45,2021-08-25 06:19:45,,0,1,一等品,623,4,,,2582,83,87
2601,2021-08-25 06:19:07,2021-08-25 06:19:07,,0,1,一等品,623,3,,,2581,1.43,1.45
2583,2021-08-25 02:47:43,2021-08-25 02:47:43,,0,1,一等品,623,1,,,2563,55,65
2582,2021-08-25 02:47:07,2021-08-25 02:47:07,,0,1,一等品,623,4,,,2562,61,65
2581,2021-08-25 02:46:29,2021-08-25 02:46:29,,0,1,一等品,623,3,,,2561,1.12,1.14
2566,2021-08-24 18:59:52,2021-08-24 18:59:53,,0,1,一等品,621,8,,621,2544,115,145
2565,2021-08-24 18:59:38,2021-08-24 18:59:38,,0,1,一等品,621,6,,621,2544,30,999
2564,2021-08-24 18:59:26,2021-08-24 18:59:27,,0,1,一等品,621,5,,621,2544,10,14.5
2563,2021-08-24 18:58:13,2021-08-24 18:58:14,,0,1,一等品,621,1,,621,2543,56,70
2562,2021-08-24 18:57:45,2021-08-24 18:57:45,,0,1,一等品,621,4,,621,2542,62,66
2561,2021-08-24 18:57:11,2021-08-24 18:57:11,,0,1,一等品,621,3,,621,2541,1.13,1.15
2546,2021-08-24 06:20:42,2021-08-24 06:20:42,,0,1,一等品,623,1,,,2504,47,61
2545,2021-08-24 06:20:20,2021-09-03 20:31:00,,0,1,一等品,623,4,,623,2503,61,65
2544,2021-08-24 06:19:54,2021-09-14 14:31:45,,0,1,一等品,623,3,,623,2502,1.11,1.13
2527,2021-08-22 14:59:30,2021-08-22 14:59:30,,0,1,一等品,622,1,,,2484,70,84
2526,2021-08-22 14:58:43,2021-08-22 14:58:43,,0,1,一等品,622,3,,,2483,1.155,1.185
2525,2021-08-22 14:58:25,2021-08-22 14:58:25,,0,1,一等品,622,4,,,2482,64,70
2524,2021-08-22 14:57:36,2021-08-22 14:57:36,,0,1,一等品,622,44,,,2481,125,163
2523,2021-08-22 14:57:22,2021-08-22 14:57:22,,0,1,一等品,622,43,,,2481,31,59
2522,2021-08-22 14:57:11,2021-08-22 16:50:49,,0,1,一等品,622,42,,623,2481,9,15
2521,2021-08-22 14:56:59,2021-08-22 16:51:16,,0,1,一等品,622,41,,623,2481,2.3,3.3
2506,2021-08-22 11:21:50,2021-08-22 11:21:50,,0,1,一等品,623,1,,,2464,46,60
2505,2021-08-22 11:21:34,2021-08-22 11:21:34,,0,1,一等品,623,4,,,2463,58,62
2504,2021-08-22 11:21:15,2021-08-22 11:21:15,,0,1,一等品,623,3,,,2462,1.15,1.17
2503,2021-08-22 11:19:35,2021-12-29 10:37:53,,0,1,一等品,623,8,,622,2461,100,130
2502,2021-08-22 11:19:16,2021-08-22 11:19:16,,0,1,一等品,623,6,,,2461,35,999
2501,2021-08-22 11:18:41,2021-10-27 08:15:33,,0,1,一等品,623,5,,623,2461,6.5,11.5
2483,2021-08-20 10:38:40,2021-08-20 10:38:40,,0,1,一等品,1,1,,,2443,75,95
2482,2021-08-20 10:24:33,2021-08-20 10:24:33,,0,1,一等品,1,1,,,2442,60,70
2481,2021-08-20 10:19:03,2021-08-20 10:19:03,,0,1,一等品,1,1,,,2441,80,90
2466,2021-08-20 05:09:10,2022-01-13 12:42:43,,0,1,一等品,621,8,,622,2424,130,170
2465,2021-08-20 05:08:56,2021-08-20 05:08:56,,0,1,一等品,621,6,,621,2424,35,999
2464,2021-08-20 05:08:31,2021-08-20 05:08:31,,0,1,一等品,621,5,,621,2424,11.2,15
2463,2021-08-20 05:07:20,2021-08-20 05:07:20,,0,1,一等品,621,4,,621,2423,67,71
2462,2021-08-20 05:06:55,2021-08-20 05:06:55,,0,1,一等品,621,3,,621,2422,1.15,1.17
2461,2021-08-20 05:06:08,2021-10-20 16:54:39,,0,1,一等品,621,1,,623,2421,65,80
2444,2021-08-18 15:56:51,2021-08-18 15:56:51,,0,1,一等品,1,63,,,2402,1,10
2443,2021-08-18 15:56:38,2021-08-18 15:56:38,,0,1,一等品,1,62,,,2402,10,100
2442,2021-08-18 15:56:13,2021-08-18 15:56:16,,0,1,一等品,1,61,,1,2402,1,999
2441,2021-08-18 14:57:45,2021-08-18 14:57:45,,0,1,一等品,1,21,,,2401,932,99999
2423,2021-08-18 04:34:41,2021-08-18 04:34:41,,0,1,一等品,623,1,,,2384,30,40
2422,2021-08-18 04:34:23,2021-08-18 04:34:23,,0,1,一等品,623,4,,,2383,51,55
2421,2021-08-18 04:34:05,2021-08-18 04:34:05,,0,1,一等品,623,3,,,2382,1.21,1.23
2402,2021-08-17 14:52:15,2021-08-17 14:52:15,,0,1,一等品,661,3,,,2362,1.12,1.14
2401,2021-08-17 14:51:56,2021-08-17 14:51:56,,0,1,一等品,661,1,,,2361,55,65
2390,2021-08-16 10:14:56,2021-08-16 10:14:56,,0,1,一等品,622,4,,,2347,52,58
2389,2021-08-16 10:14:33,2021-12-22 14:38:19,,0,1,一等品,622,3,,622,2346,1.155,1.185
2388,2021-08-16 10:14:06,2021-08-16 10:14:06,,0,1,一等品,622,1,,,2348,51,63
2387,2021-08-16 10:13:49,2021-08-16 10:13:49,,0,1,一等品,622,44,,,2345,120,158
2386,2021-08-16 10:13:22,2021-08-16 10:13:22,,0,1,一等品,622,43,,,2345,25,53
2385,2021-08-16 10:13:09,2021-08-16 10:13:09,,0,1,一等品,622,42,,,2345,5,10
2384,2021-08-16 10:12:55,2021-08-16 10:12:55,,0,1,一等品,622,41,,,2345,0.8,1.8
2383,2021-08-16 10:08:25,2022-01-20 14:33:53,,0,1,一等品,622,1,,622,2344,53,63
2382,2021-08-16 10:08:06,2021-08-16 10:08:06,,0,1,一等品,622,4,,,2343,62,66
2381,2021-08-16 10:06:50,2021-08-16 10:06:50,,0,1,一等品,622,3,,,2342,1.15,1.17
2366,2021-08-13 20:28:50,2021-08-13 20:28:51,,0,1,一等品,621,4,,621,2323,60,64
2365,2021-08-13 20:28:33,2021-08-13 20:28:34,,0,1,一等品,621,3,,621,2322,1.11,1.13
2364,2021-08-13 20:28:14,2021-08-13 20:28:14,,0,1,一等品,621,1,,621,2321,53,63
2363,2021-08-13 20:27:31,2022-01-20 13:24:26,,0,1,一等品,621,8,,622,2324,55,93
2362,2021-08-13 20:27:19,2022-01-20 13:24:17,,0,1,一等品,621,6,,622,2324,21,36
2361,2021-08-13 20:27:00,2021-08-13 20:27:01,,0,1,一等品,621,5,,621,2324,9,15
2346,2021-08-13 05:46:26,2021-08-13 05:46:26,,0,1,一等品,623,1,,,2304,46,60
2345,2021-08-13 05:46:08,2021-08-23 12:58:14,,0,1,一等品,623,3,,621,2302,1.08,1.1
2344,2021-08-13 05:45:48,2022-01-12 13:16:31,,0,1,一等品,623,8,,623,2301,75,100
2343,2021-08-13 05:45:34,2022-01-12 13:16:18,,0,1,一等品,623,6,,623,2301,25,999
2342,2021-08-13 05:45:18,2022-01-12 13:16:08,,0,1,一等品,623,5,,623,2301,8,13
2341,2021-08-13 05:44:53,2021-08-13 05:44:53,,0,1,一等品,623,4,,,2303,54,58
2327,2021-08-12 19:38:29,2021-08-14 09:38:51,,0,1,一等品,621,44,,102,2284,80,120
2326,2021-08-12 19:38:16,2021-08-12 19:38:30,,0,1,一等品,621,43,,621,2284,25,53
2325,2021-08-12 19:38:03,2021-08-12 19:38:03,,0,1,一等品,621,42,,621,2284,8,14
2324,2021-08-12 19:37:46,2021-08-12 19:37:46,,0,1,一等品,621,41,,621,2284,1.3,2.8
2323,2021-08-12 19:37:20,2021-08-12 19:37:21,,0,1,一等品,621,3,,621,2282,1.137,1.167
2322,2021-08-12 19:36:59,2021-08-12 19:37:00,,0,1,一等品,621,4,,621,2283,59,65
2321,2021-08-12 19:36:41,2021-08-12 19:36:41,,0,1,一等品,621,1,,621,2281,56,70
2307,2021-08-11 09:24:22,2021-08-11 09:24:22,,0,1,一等品,621,44,,,2262,80,118
2306,2021-08-11 09:23:51,2021-08-11 09:23:51,,0,1,一等品,621,43,,,2262,25,53
2305,2021-08-11 09:23:38,2021-08-11 09:24:22,,0,1,一等品,621,42,,621,2262,17.5,23.5
2304,2021-08-11 09:23:19,2021-08-11 09:23:19,,0,1,一等品,621,41,,621,2262,2.4,3.8
2303,2021-08-11 09:23:02,2021-08-11 09:23:02,,0,1,一等品,621,4,,621,2264,68,74
2302,2021-08-11 09:22:38,2021-08-11 09:22:39,,0,1,一等品,621,1,,621,2261,68,82
2301,2021-08-11 09:22:02,2021-08-11 09:22:03,,0,1,一等品,621,3,,621,2263,1.135,1.165
2287,2021-08-09 09:10:04,2021-08-09 09:10:04,,0,1,一等品,622,3,,,2244,1.08,1.11
2286,2021-08-09 09:09:46,2021-08-09 09:09:46,,0,1,一等品,622,4,,,2243,61,67
2285,2021-08-09 09:09:29,2021-08-09 09:09:29,,0,1,一等品,622,1,,,2242,56,68
2284,2021-08-09 09:09:10,2021-08-09 09:09:10,,0,1,一等品,622,44,,,2241,63,97
2283,2021-08-09 09:08:35,2021-08-09 09:08:35,,0,1,一等品,622,43,,,2241,23,47
2282,2021-08-09 09:08:21,2021-08-09 09:08:21,,0,1,一等品,622,42,,,2241,11,17
2281,2021-08-09 09:08:06,2021-08-09 09:08:06,,0,1,一等品,622,41,,,2241,1.5,2.5
2266,2021-08-09 06:08:08,2021-08-09 06:08:09,,0,1,一等品,621,8,,621,2224,65,95
2265,2021-08-09 06:07:54,2021-08-09 06:07:54,,0,1,一等品,621,6,,621,2224,35,999
2264,2021-08-09 06:07:36,2021-08-09 06:07:37,,0,1,一等品,621,5,,621,2224,10,15.1
2263,2021-08-09 06:06:52,2021-08-09 06:06:53,,0,1,一等品,621,4,,621,2223,62,66
2262,2021-08-09 06:06:27,2021-08-09 06:06:27,,0,1,一等品,621,3,,621,2222,1.09,1.11
2261,2021-08-09 06:05:46,2021-12-02 13:30:08,,0,1,一等品,621,1,,623,2221,52,62
2242,2021-08-07 20:04:17,2021-08-07 20:04:17,,0,1,一等品,102,85,,102,2201,55,61
2222,2021-08-07 14:31:09,2021-08-07 14:31:09,,0,1,一等品,102,3,,,2183,1.1,1.12
2206,2021-08-06 20:25:17,2021-08-06 20:25:17,,0,1,一等品,623,1,,,2164,61,71
2205,2021-08-06 20:25:03,2021-08-06 20:25:03,,0,1,一等品,623,3,,,2162,1.11,1.13
2204,2021-08-06 20:24:40,2021-08-06 20:24:40,,0,1,一等品,623,8,,,2161,69,115
2203,2021-08-06 20:24:27,2021-08-06 20:24:27,,0,1,一等品,623,6,,,2161,24.75,41.25
2202,2021-08-06 20:23:35,2021-08-06 20:24:10,,0,1,一等品,623,5,,623,2161,9,15
2201,2021-08-06 20:23:04,2021-08-06 20:23:04,,0,1,一等品,623,4,,,2163,61,65
2186,2021-08-03 00:14:35,2021-08-03 00:15:45,,0,1,一等品,621,1,,621,2141,53,67
2185,2021-08-03 00:14:16,2021-08-03 00:14:17,,0,1,一等品,621,4,,621,2144,63,69
2184,2021-08-03 00:13:47,2021-08-03 00:13:47,,0,1,一等品,621,3,,621,2143,1.13,1.15
2183,2021-08-03 00:12:53,2021-11-29 21:47:15,,0,1,一等品,621,8,,623,2142,69,105
2182,2021-08-03 00:12:39,2021-08-03 00:12:39,,0,1,一等品,621,6,,621,2142,30,999
2181,2021-08-03 00:12:26,2021-08-03 00:12:27,,0,1,一等品,621,5,,621,2142,9,15
2167,2021-08-02 05:37:41,2021-08-02 05:37:41,,0,1,一等品,621,84,,621,2121,174,236
2166,2021-08-02 05:37:29,2021-08-02 05:37:29,,0,1,一等品,621,83,,621,2121,38,68
2165,2021-08-02 05:37:15,2021-08-02 05:37:15,,0,1,一等品,621,82,,621,2121,4.6,7
2164,2021-08-02 05:20:41,2021-08-02 05:20:41,,0,1,一等品,621,85,,621,2084,46,56
2144,2021-08-02 01:55:46,2021-08-02 01:55:51,,0,1,一等品,621,21,,621,2104,932,9999
2143,2021-08-02 01:51:09,2021-08-02 01:51:09,,0,1,一等品,621,4,,621,2103,83,87
2142,2021-08-02 01:50:39,2021-08-02 01:50:40,,0,1,一等品,621,3,,621,2102,1.28,1.3
2141,2021-08-02 01:50:06,2021-08-02 01:50:06,,0,1,一等品,621,1,,621,2101,66,76
2124,2021-08-01 00:19:21,2021-08-01 00:19:21,,0,1,一等品,623,4,,,2083,47,51
2123,2021-08-01 00:18:57,2021-08-04 09:25:12,,0,1,一等品,623,3,,623,2082,1.13,1.15
2122,2021-07-31 23:51:05,2021-07-31 23:51:05,,0,1,一等品,623,8,,,842,49,91
2121,2021-07-31 23:50:49,2021-07-31 23:50:49,,0,1,一等品,623,6,,,842,25.9,48.1
2106,2021-07-31 22:57:25,2021-07-31 22:57:25,,0,1,一等品,623,3,,,2064,1.1,1.12
2105,2021-07-31 22:57:03,2021-07-31 22:57:03,,0,1,一等品,623,4,,,2063,63,67
2104,2021-07-31 22:56:43,2021-10-20 16:52:18,,0,1,一等品,623,1,,623,2062,59,72
2103,2021-07-31 22:56:16,2021-07-31 22:56:16,,0,1,一等品,623,8,,,2061,80,110
2102,2021-07-31 22:55:55,2021-07-31 22:55:55,,0,1,一等品,623,6,,,2061,30,999
2101,2021-07-31 22:55:40,2021-10-20 16:51:35,,0,1,一等品,623,5,,623,2061,11.3,14.5
2081,2021-07-29 13:33:19,2021-07-29 13:33:19,,0,1,一等品,622,3,,,1187,1.12,1.14
2063,2021-07-28 08:38:23,2021-07-29 12:27:18,,0,1,一等品,623,84,,622,2022,135,225
2062,2021-07-28 08:38:03,2021-07-29 12:29:54,,0,1,一等品,623,83,,622,2022,30,200
2061,2021-07-28 08:37:40,2021-09-15 10:41:30,,0,1,一等品,623,82,,623,2022,6.5,10.5
2049,2021-07-28 01:07:15,2021-09-07 17:37:49,,0,1,一等品,621,1,,102,2007,55,65
2048,2021-07-28 01:06:32,2021-10-22 15:46:01,,0,1,一等品,621,4,,622,2006,60,64
2047,2021-07-28 01:06:02,2021-11-02 16:56:11,,0,1,一等品,621,3,,623,2005,1.16,1.18
2046,2021-07-28 00:17:33,2021-09-15 10:41:10,,0,1,一等品,621,4,,623,2003,54,58
2045,2021-07-28 00:17:05,2021-09-15 10:40:56,,0,1,一等品,621,3,,623,2002,1.14,1.16
2044,2021-07-28 00:16:45,2021-09-15 10:40:36,,0,1,一等品,621,85,,623,2001,46,56
2026,2021-07-27 00:14:00,2021-10-20 17:04:06,,0,1,一等品,621,8,,623,1984,130,160
2025,2021-07-27 00:13:41,2021-07-27 00:13:41,,0,1,一等品,621,6,,621,1984,30,50
2024,2021-07-27 00:13:23,2021-07-27 00:13:23,,0,1,一等品,621,5,,621,1984,5,9
2023,2021-07-27 00:12:41,2021-07-27 00:12:41,,0,1,一等品,621,4,,621,1983,56,61
2022,2021-07-27 00:12:12,2021-07-27 00:12:12,,0,1,一等品,621,3,,621,1982,1.155,1.185
2021,2021-07-27 00:11:36,2022-02-24 13:47:20,,0,1,一等品,621,1,,622,1981,60,70
2003,2021-07-25 11:08:40,2021-07-25 11:08:41,,0,1,一等品,621,1,,621,1963,48,58
2002,2021-07-25 11:08:22,2021-07-25 11:08:22,,0,1,一等品,621,4,,621,1962,53,57
2001,2021-07-25 11:08:03,2021-07-25 11:08:03,,0,1,一等品,621,3,,621,1961,1.21,1.23
1983,2021-07-24 12:19:04,2021-07-24 12:19:04,,0,1,一等品,621,85,,621,1943,52,62
1982,2021-07-24 12:18:45,2021-07-24 12:18:45,,0,1,一等品,621,4,,621,1942,53,57
1981,2021-07-24 12:18:28,2021-07-24 12:18:28,,0,1,一等品,621,3,,621,1941,1.11,1.13
1963,2021-07-23 15:03:46,2021-07-23 15:03:47,,0,1,一等品,622,1,,622,1923,47,57
1962,2021-07-23 15:03:12,2022-01-20 13:44:48,,0,1,一等品,622,4,,622,1922,61,65
